official_name,operating_club,hut_id,latitude,longitude,elevation_m,email,phone_number,official_website_url,capacity_beds,source_url,reservation_id
Ignaz-Mattis-Hütte,OeAV Wien,417326836,47.2848356,13.6485881,1986,,,https://www.alpenverein.at/ignazmattishuette/,,OSM,577
Roßkogelhütte,,417668849,47.240689,11.1904543,1778,,+43 5232 81419,https://www.rosskogelhuette.tirol/,,OSM,
Metzg-Hütte,,426925727,46.9658846,8.6760193,1527.0,,,,,OSM,
Neue Thüringer Hütte,Neue Thüringer Hütte Verein (Alpenvereinshütte),430122613,47.172778,12.383333,2240,kontakt@nth-huette.de,+436644273214,https://www.neuethueringerhuette.at/,71,OSM,237
Zirmbach Alm,,437814698,47.220083,11.0688343,1800,,,,,OSM,
Plosehütte - Rifugio Plose,,439594940,46.6949927,11.7321657,2421.0,info@plosehuette.com,+39 0472 521333,https://www.plosehuette.com/,,OSM,
Breiteckalm,,440712913,47.3220467,12.7448188,1770.0,,,,,OSM,
Reutsperre,Naturfreunde,441570713,46.7001922,8.1789421,1272,,,,,OSM,
Posto Tappa,,443032760,44.5049946,7.1092917,1419.0,info@borgata-sanmartino.eu,,https://borgata-sanmartino.eu/,,OSM,
Locanda Palent (Posto Tappa),,443032807,44.4871268,7.1382032,1527.0,info@locandapalent.it,+39 349 2617803,https://locandapalent.it/,,OSM,
Martinsmadhütte,SAC Sektion Randen,445505188,46.8925555,9.1883141,2002,info@martinsmadhuette.ch,+41 55 642 12 12,https://www.martinsmadhuette.ch/,40,OSM,
Rifugio Sauch,,447910526,46.2159242,11.1943338,950,,,,,OSM,
Rifugio Dolomieu al Dolada,,447933952,46.1922209,12.3537019,1518.0,,,,,OSM,
Rifugio Carota,,447933953,46.1796648,12.3542959,1004.0,,,,,OSM,
Capanna Gesero,UTOE Bellinzona,449340086,46.1814054,9.120836,1765,,,http://www.utoe.ch/?id=470,40,OSM,
Refuge des Barmettes,,451703419,45.3895634,6.7527105,2010,refugedesbarmettes@gmail.com,+33 4 79 08 75 64,https://lesbarmettes-refuge.com/,,OSM,
Capanna Cadagno,SAT Ritom,452629133,46.5465894,8.7196139,1987,info@capannacadagno.ch,+41 91 868 13 23,https://www.capannacadagno.ch/,60,OSM,
Rotstockhütte,Skiklub Stechelberg,454394985,46.545135,7.838241,2039,info@rotstockhuette.ch,+41338552464,https://www.rotstockhuette.ch,43,OSM,69
Spielbodenalp,,454394987,46.548842,7.8739087,1789.0,,,http://www.spielbodenalp.com/,,OSM,
Hinterbalmhütte,,454641956,46.7795427,8.7984837,1817,info@hinterbalm-huette.ch,+41 41 883 19 39,https://www.hinterbalm-huette.ch/,34,OSM,496
Cavardirashütte,,454642322,46.742437,8.8142692,2649,info@cavardiras.ch,+41 81 947 57 47,https://www.cavardiras.ch/,70,OSM,
Bergkristallhütte,Andrea Schaller,455564096,47.2954934,9.9870805,1250,bergkristallhuette@gmx.at,+43 664 1808482,https://www.bergkristallhuette.com/,,OSM,
Rifugio Croz dell'Altissimo,,455703644,46.1706042,10.931698,1480,info@rifugiocrozaltissimo.it,+39 339 798 2922; +39 347 118 4459,https://www.rifugiocrozaltissimo.it/,,OSM,
Stockachalm,,456199276,47.0080364,12.3347125,1726,,,,,OSM,
Winterstelleralm,,456332347,47.519896,12.5391292,1423,,,,,OSM,
Capanna Dötra,SAT Lucomagno,456418356,46.5316836,8.8796428,1747,,+41 91 872 11 29,http://satlucomagno.ch/,34,OSM,
Cabane des Diablerets,CAS,458393161,46.3386913,7.2154746,2486,info@cabane-diablerets.ch,+41 24 492 21 02,https://www.cabane-diablerets.ch/,32,OSM,22
Refuge de Pierredar,,458393162,46.3212719,7.1948249,2293,,+41 79 127 56 67,https://www.pierredar.ch/,22,OSM,
Adolf-Pichler-Hütte,,458799908,47.1667124,11.2679435,1977,,+43 720 702724,,,OSM,
Refuge Igloo des Pantalons Blancs,,458867305,46.04055,7.36853,3285,,+41 77 812 18 87,https://www.clubalpinsion.ch/index.php/club-alpin-sion/igloo,15,OSM,53
Preintalerhütte,Alpine Gesellschaft Preintaler,460355329,47.3131,13.8133,1656,,+436641448881,http://www.preintaler.at/agp/index.php/unsere-huetten/preintalerhuette,144,OSM,402
Gollinghütte,Alpine Gesellschaft Preintaler,460361180,47.2866,13.7693,1641,,+43 676 5336288,https://www.gollinghuette.com,70,OSM,410
Brisenhaus,,461016641,46.9149045,8.4642399,1753,info@brisenhaus.ch,+41 79 176 76 31,https://www.brisenhaus.ch/,46,OSM,
Alm Hinterm Brunn,,467922266,46.7294706,13.3284809,1290,,,,,OSM,
Grießbachalm,,470067586,47.2656881,10.4710454,1475,,+43 660 7722529,https://www.griessbachalm-lechtal.at/,,OSM,
Kaltherberghütte,,471292287,47.3152594,14.0101342,1618.0,,,,,OSM,
Lasörnhütte,,472639251,47.0302827,13.5251344,1865,,,,,OSM,
Lanisch-Ochsenhütte,,472640322,47.0685576,13.4535,1948,,+43 676 460 40 43,https://www.bergwelten.com/h/lanisch-ochsenhuette,,OSM,
Laußnitzeralm,Michael Pirker & Barbara Ilg,472641454,47.0216698,13.6827363,1836,,,https://www.laussnitzer.at/,,OSM,
Wackendorfer Alm,private,474595022,46.5231418,14.7241233,1576.676,,,,,OSM,
Schutzhütte Rettenstein,,475537079,47.2888483,12.2799017,1845,,,,,OSM,
Knorrhütte,DAV Sektion München,476498599,47.410012,11.012802,2051,,+4915114443496,https://www.knorrhuette.de,116,OSM,149
Hochalm,,476680904,47.2202754,12.9570983,1772.0,,,,,OSM,
Schutzhaus Latzfonser Kreuz - Rifugio Santa Croce di Lazfons,,476867344,46.7019065,11.4998013,2305,,,https://www.latzfonserkreuz.com/,,OSM,
Ochsenlager,,476929508,47.1983286,9.2275477,843.0,,,,,OSM,
Erlacher Bockhütte,,477249041,46.8776422,13.7495211,1938,,,,,OSM,
Erlacherhaus,,477359854,46.868996,13.7487117,1636,,,,,OSM,
Berghaus Diavolezza,,479305503,46.4122405,9.96505,2978,berghaus@diavolezza.ch,+41 81 839 39 00,https://www.diavolezza.ch/,170,OSM,
Olympiahütte,,480771333,47.5311295,13.6851026,1552,,,,,OSM,
Falkaunsalm,,481339299,47.0761416,10.7568715,1963,,,,,OSM,
Imberghaus,,484881698,47.5103725,10.0190653,1213,,+49 8386 8106,https://www.imberghaus.de/,,OSM,
Refuge de la Muzelle,,484896953,44.9529848,6.0974639,2112,,,https://refugedelamuzelle.fr/,70,OSM,
Kletterhütte Bockmattli,,492480491,47.0994728,8.9503274,1501,schnyderfranz@gmail.com,+41 79 827 30 66,https://www.bockmattli.ch/,10,OSM,
Alpenrose,,494782696,47.025345,11.801511,1878,info@alpenrose-huette.at,06641376848,https://www.alpenrose-huette.at,80,OSM,303
Capanna Adula CAS,SAC - CAS,502559697,46.499200,8.995615,2012,adula@casticino.ch,+41918721532,http://www.capannaadula.ch,24,OSM,42
Capanna Alzasca,CAS Locarno,502559712,46.271332,8.589253,1734,info@capannaalzasca.ch,091 753 25 15,http://www.capannaalzasca.ch,20,OSM,198
Capanna Basodino CAS,SAC - CAS sezione di Locarno,502559739,46.439556,8.514077,1856,info@capannabasodino.ch,0917532797,http://www.capannabasodino.ch,59,OSM,8
Refuge des Bouquetins CAS,SAC - CAS,502559748,45.9708752,7.5305159,2980,,,http://www.cas-valdejoux.ch,26,OSM,
Capanna Campo Tencia,CAS Ticino,502559755,46.4442266,8.7326694,2140,campotencia@casticino.ch,+41 91 867 15 44,https://campotencia.casticino.ch,60,OSM,36
Capanna Corno Gries CAS,CAS Bellinzona e valli,502559768,46.4670761,8.4100474,2338,info@corno-gries.ch,+41 91 869 11 29,https://www.corno-gries.ch/,46,OSM,197
Dammahütte SAC,SAC - CAS,502559776,46.644864,8.457761,2439,info@dammahuette.ch,041 885 17 81,http://www.dammahütte.ch,18,OSM,228
Col de la Dent Blanche CAS Bivouac,SAC - CAS,502559811,46.041928,7.6070861,3540,vuadens_nicolas@bluewin.ch,,https://www.cas-jaman.ch/cabanes/bivouac-de-la-dent-blanche,15,OSM,
Guggihütte,SAC - CAS,502559863,46.5627465,7.9743995,2791,guggihuette@sac-interlaken.ch,,https://www.sac-interlaken.ch/,24,OSM,665
Glattalphütte SAC,SAC Sektion Mythen,502559868,46.9168403,8.8750058,1896,sacglattalp@bluewin.ch,+41 41 830 19 39,https://www.glattalphuette.ch/,51,OSM,39
Hüfihütte SAC,SAC Sektion Pilatus,502559876,46.8018251,8.8189945,2334,info@huefihuette.ch,+41 41 885 14 75,https://www.huefihuette.ch/,32,OSM,388
Gspaltenhornhütte SAC,SAC - CAS,502559893,46.5,7.81,2455,info@gspaltenhornhuette.ch,+41336761629,https://www.gspaltenhornhuette.ch,60,OSM,44
Monte Leone-Hütte,"SAC - CAS, Section Sommartel",502559908,46.26,8.079,2848,booking@cas-sommartel.ch,+41799349732,https://www.cas-sommartel.ch/monte-leone/,20,OSM,340
Medelserhütte SAC,SAC - CAS,502559914,46.6405072,8.9138109,2524,info@medelserhuette.ch,+41 81 949 14 03,https://www.medelserhuette.ch,51,OSM,332
Camona da Maighels CAS,SAC - CAS,502559919,46.62547,8.69007,2310,info@maighelshuette.ch,+41819491551,http://www.maighelshuette.ch,83,OSM,26
Täschhütte SAC,SAC - CAS,502559963,46.0515706,7.8300141,2701,info@taeschhuette.ch,+41 27 967 39 13,https://www.taeschhuette.ch,74,OSM,51
L'Aiguillette à la Singla CAS Bivouac,SAC - CAS,502559966,45.9414738,7.4540817,3179,,,https://cas-chasseron.ch/,12,OSM,
Weisshornhütte SAC,SAC - CAS,502559977,46.0859641,7.7435851,2932,jacqueline.rosse@bluewin.ch,+41 27 967 12 62,https://www.sac-basel.ch/huetten/weisshornhuette,31,OSM,
Engelhornhütte,AACB ( www.aacb.ch/engelhorn),502925545,46.6831781,8.1728265,1901,engelhornhuette@aacb.ch,+41 79 793 65 46,https://www.aacb.ch/,50,OSM,
Refuge de la Charpoua,Compagnie des guides de Chamonix,503688752,45.9241372,6.9553416,2841,,,,,OSM,
Eiger-Ostegghütte,,505804029,46.6003942,8.0411805,2320,,,http://www.mittellegi.ch,12,OSM,
Anton-Renk-Hütte,DAV Sektion Aachen,512618893,47.0112221,10.6988204,2261,,,,,OSM,
Hohenzollernhaus,DAV Sektion Hohenzollern,512622097,46.9020017,10.6347837,2123,,,,,OSM,
Sidelenhütte,,514017580,46.5974645,8.4267493,2708,info@sidelen-huette.ch,+41 41 887 02 33,http://www.sidelen-huette.ch,34,OSM,614
Oberaar,KWO Kraftwerke Oberaar,521161221,46.5488746,8.2775108,2335,,+41339824811,https://www.grimselwelt.ch/grimselhotels/oberaar,,OSM,
Jausenstation Blaubergalm,,528882177,47.5873314,11.7369609,1540,,+43 6642 306719,,15,OSM,
Berggasthaus Herzogstand,Siegfried Zauner GmbH,528928716,47.6079348,11.3109351,1575,,,,,OSM,
Brunnenkopfhütte,DAV Sektion Bergland,528983385,47.581269,10.927067,1602,,+491756540155,https://brunnenkopfhuette.com,26,OSM,286
Tegelberghaus,DAV,528992044,47.5593927,10.7780688,1707,,+49 8362 8980,http://www.tegelberghaus.de/,,OSM,
Neuhornbachhaus,Rüf Gebhard,529269467,47.3226844,10.0523705,1700,,+436645367595,https://www.neuhornbachhaus.com/,,OSM,
Steineralm,,529491450,47.278099,12.2534461,1559,,,,,OSM,
Venetalm,,534414045,47.1775607,10.6989695,1980,,,https://www.venetalm.com,,OSM,
Steiner Alm,,539660905,46.9826622,11.4067339,1735,,,,,OSM,
Breitfußalm,,544192169,47.356331,12.5758028,1694.0,,,,,OSM,
Lindlingalm,,552391496,47.3658485,12.507912,1370,,+43 6541 71900,https://www.lindlingalm.at/,,OSM,
Rifugio Piana del Ponte,Alessandra Baldo,552421501,45.6760593,8.0646695,1050,,,,,OSM,
Rifugio Selvata,,554849478,46.1612616,10.9262935,1630,ddale@hotmail.it,+39 0461 186 2900; +39 340 823 1972,http://www.rifugioselvata.it/,,OSM,
Rifugio Adriana - Malga Moline,,559428028,45.988907,11.5330661,1730,,,,,OSM,
Cabane Bella-Tola,,567341871,46.2328879,7.6143013,2346,,+41 27 4761567,https://cabanebellatola.ch/,,OSM,
Tannhütte NFS,,567918331,47.266992,9.4476311,1231,,,,,OSM,
Cabane du Plan du Jeu,,568030396,45.9024798,7.2055861,2057.0,,,,,OSM,
Gschwendt Hütte,Naturfreunde,572653560,47.8967034,15.5722027,1072,,,https://hohenbergergschwendt.naturfreunde.at/,,OSM,
Hauereckschutzhütte,Familie Lehofer,575025927,47.519049,15.6932815,1302.0,,,https://www.hauereck.at/,,OSM,
Malga Zolle di dentro,,588148437,45.8522653,11.3024539,1194.0,,,,,OSM,
Capanna Borgna,Società Escursionistica Verzaschese (SEV),599053941,46.2295352,8.9250628,1912,,,https://www.sev-verzasca.ch/borgna,27,OSM,
Wengeralm,,603472038,47.0694971,13.5618542,1767,,,,,OSM,
Doktoralm,,603472082,47.0702499,13.5676755,1715.0,,,,,OSM,
Lackenalm,,604981073,46.7128703,12.7899256,1610,,,,,OSM,
Rifugio Campomulo,,605970341,45.9393837,11.5517332,1530,,,,,OSM,
Refuge de la Leisse,,606374063,45.3969192,6.8824365,2487,refuge.leisse@vanoise-parcnational.fr,+339 72 40 03 23,https://refuge-leisse.vanoise.com/,,OSM,
Refuge de la Valette,Parc National de la Vanoise,611845738,45.3533622,6.724095,2590,refuge.valette@vanoise-parcnational.fr,,https://refuge-valette.vanoise.com/,,OSM,
Hubelhütte,,619481245,46.7473744,9.8144306,2281,,,,,OSM,
Rifugio Fedare,,627949709,46.487493,12.0340061,2000,,,https://valfiorentinadolomiti.it/en/Rifugio-Fedare-Passo-Giau/Rifugio-Fedare/,,OSM,
Tea del Plan,,632354244,46.5447887,10.1293385,2006.0,,,,,OSM,
Sonnkogel Alm,,661044755,47.3439851,12.7553518,1832.0,,,,,OSM,
Adlerhütte,,662483755,47.4621236,12.4083886,1260,,,,,OSM,
Skihütte Fleißalm,,673514679,47.0502046,12.8712414,1800.0,,+43 4824 2532,,,OSM,
Capanna Grossalp,UTOE Locarno,691039123,46.316514,8.4712184,1907,info@capannagrossalp.ch,+41 91 754 16 80,http://www.capannagrossalp.ch,26,OSM,
Malga Valcigolera,,722738557,46.2613758,11.7608256,1880,info@malgavalcigolera.it,+39 0439 026176,https://www.malgavalcigolera.it,,OSM,
Hoisnradalm,Hans Reiter,734536909,47.6914021,13.661223,969,office@hoisnradalm.at,+4369915991228,,,OSM,
Rifugio Caltena,,739660877,46.1514584,11.8596467,1265,,,,,OSM,
Marienseer Schwaig 1478 m,,747148944,47.5377073,15.9297949,1480.0,,,,,OSM,
Sattelklause,,753197970,47.0438192,10.6947318,1874,,,,,OSM,
Stalanzer Alm,,755780513,47.0152919,10.6794352,1880,,,,,OSM,
Rifugio Mello,,759975837,46.2561026,9.6589072,1100,,+39 338 5612670,,,OSM,
Rifugio Föisc,Patriziato di Altanca,765901189,46.5330218,8.6679764,2200,,,https://www.capanneti.ch,8,OSM,
Steinitzenalm,,769315324,47.5448073,13.8819051,986.0,,,https://www.salzkammergut.at/startseite/oesterreich/gastronomie/100815/steinitzenalm.html,6,OSM,
Rathlucken Hütte,,778081399,47.6527345,13.626666,746.0,,+49 6135 6293,http://www.rathlucka-huette.at/,,OSM,
Filzenalm,,801934572,47.077307,13.0052815,1784,,,,,OSM,
Agritur Malga Valmaggiore,,802567867,46.2796541,11.6484818,1622.0,,,,,OSM,
Kasseler Hütte,,803390631,46.9291053,12.1031196,2274,,+39 0474 672550,https://www.kasseler-huette.com/,,OSM,
Relax&Gourmet,,806402339,45.9244877,11.5740278,1645.0,,,,,OSM,
Federihütte,,806852750,47.1690125,9.0811966,1375,,,http://federihuette.ch/,,OSM,
Jogaushütte,,807115509,47.1297221,14.0074851,1755,,,,,OSM,
Segnespass Mountain Lodge,,810642741,46.902215,9.2246464,2627,,+41 79 7040594,http://www.segnespass.ch,,OSM,
Malga Lunga,,813247203,45.8205726,9.9812449,1235,,,,,OSM,
Stoankasern,Fam. Silvia & Ali Erler,822581994,47.14466,11.6734379,1980,,,,,OSM,
Rifugio Guido Muzio,,825250098,45.4513683,7.1860298,1667,rifugioguidomuzio@gmail.com,+39 0124 442455,http://www.rifugiomuzio.com,,OSM,
Bichlalm,,829910023,47.1188326,11.6791246,1700,,,,,OSM,
Rifugio Blitz,,831944801,46.1449454,8.5363762,1250,,,,,OSM,
Alpe Reith,,833885363,47.5661826,10.7578982,843.0,griasdi@reithalpe-schwangau.de,+49 15739353542,https://www.reithalpe-schwangau.de/,,OSM,
Stoicharthütte,,834394753,46.8708937,13.9920305,1578,stoichart-huette@utanet.at,+43 4279 7361,https://www.stoichart-huette.at,,OSM,
Poldis Jausenstation,,837805909,46.853021,13.3002863,1489,,,,,OSM,
Klinghütte,,837805915,46.8468122,13.303421,1511.0,,,,,OSM,
Hans-Wödl Hütte,,843873440,47.3608886,13.8169071,1533,,,,,OSM,
Waldhornalm,,843873464,47.3130033,13.8136858,1652.0,,+43 664 5952205,,,OSM,
Rifugio Campomuletto,,848750805,45.9487187,11.5565442,1602,,,,,OSM,
Melzerhütte,,849780915,46.7569415,13.7327488,1600,,,,,OSM,
Hochalmhütte,,849781015,46.7692141,13.7074169,1795,,,,,OSM,
Refuge Le Peuty,,849977275,46.0466343,6.9939012,1331.0,info@refugelepeuty.ch,+41 78 719 29 83,https://www.refugelepeuty.ch/,22,OSM,
Rifugio Le Randonneur,,850806762,45.7938836,6.9378276,1895,,,https://www.randonneurmb.com/,,OSM,
Baita La Mandria,,851461469,46.4457049,10.3383398,1745.0,,,,,OSM,
Ehenbichler Alm,,858377222,47.3979104,10.6957806,1690,,,https://www.ehenbichler-alm.com/,,OSM,
Refuge du Laisonnay,,870030342,45.4473423,6.7815938,1568.0,,,,,OSM,
Rettensteinhütte,,879788827,47.4466787,13.5309415,1311.0,,,,,OSM,
Rifugio San Bernardo,,885143239,46.1516533,8.1933186,1630.0,,,,,OSM,
Vorauer Schwaig,,886688657,47.5114208,15.9568641,1514.0,,,,,OSM,
Steinalmhütte,,895663517,46.8708629,13.7974615,1960.0,,,,,OSM,
Kohlröserl-Hütte (Hofalm),,898073192,47.7837957,15.5419056,1483,,,,,OSM,
Bubenreuther Hütte,,901547089,47.2925906,12.6785804,950,,+43 6549 7855,https://www.dav-bubenreuth.de/H%C3%BCtten/Neue%20Bubenreuther%20H%C3%BCtte.html,,OSM,
Obere Rossalpe,,908564979,47.4757455,10.4882247,1685,,,,,OSM,
Rifugio Valbona,,914791656,45.8708077,11.2605819,1695.0,,,,,OSM,
Kreuzboden-Hütte,,917753307,47.2298796,12.9812634,1272,,,,,OSM,
Moosalm,,918808570,47.47371,13.3013952,1640,,,,,OSM,
Lengger Alm,,921225376,47.5384461,15.1259681,1098.0,,,,,OSM,
Biberacher Hütte,DAV Sektion Biberach,925572227,47.257716,10.028680,1846,anfrage@biberacher-huette.at,+435519257,https://dav-biberach.de/biberacher-huette,70,OSM,222
Inneralp,,926803016,47.305714,9.5131916,1209,,,,,OSM,
Eichenwieser Schwamm,,926803025,47.3117896,9.5022738,1168,,,,,OSM,
Capanna Leit,SAT Mendrisio,929432254,46.4669219,8.7188172,2257,leit@satmendrisio.ch,+41 91 868 19 20,http://www.capanna-leit.ch,64,OSM,
Hochasteralm,,936300145,47.1931569,10.7249977,1756,,,https://www.pitztal.com/de/arzl-im-pitztal/info/hochaster-alm-1756-m.html,,OSM,
Cabane de la Tsissette,,936745007,45.9537591,7.1554863,2005,,,https://latsissette.ch/,,OSM,
Grabenalm Hütte,,937157802,47.8815171,15.5719726,1100,,,,,OSM,
Rifugio Bocchette,,937849146,45.8944701,11.7873773,1305.0,,,,,OSM,
Rifugio Tomeo,Patriziato di Broglio,939635834,46.366081,8.688937,1739,capannatomeo@bluewin.ch,0794852388,https://www.capannatomeo.ch/,28,OSM,435
Buchsteinhaus,,946045507,47.6050203,14.5934756,1571,,,https://buchsteinhaus.naturfreunde.at/,,OSM,
Winter Bergbuffet,,946946379,47.4214927,14.478863,1710.0,,,,,OSM,
Keinprechthütte,Alpenverein Wien,960531683,47.2746236,13.6931161,1872,,+43 664 43 303 46,https://www.xn--keinprechthtte-qsb.at/,,OSM,
Gîte des Liottards,,1000814895,44.8701616,5.4212344,981,,,,,OSM,
Refuge du Plan du Lac,,1026461883,45.3460957,6.837466,2361.0,,+33 4 79 20 50 85,https://refuge-plandulac.vanoise.com,,OSM,
Rifugio Alpe Parpinasca,Erich Rigoni,1036987133,46.1049859,8.3534708,1210,,+393488239136,http://www.rifugioparpinasca.com/,,OSM,
Haingartner Hütte,,1069150055,47.2642983,14.3910674,1659.0,,,,,OSM,
Rifugio alpino Daniele Arlaud,Elisa Pecar,1076060015,45.0586671,6.9074853,1770,info@rifugioarlaud.it,+39 335 401624,http://www.rifugioarlaud.it/,16,OSM,
Rifugio Vaccera,,1102717471,44.8758574,7.2020611,1480,,,,,OSM,
Gepatsch Alm,,1103447018,46.8962833,10.7350495,1903,,,,,OSM,
Nassereiner Alm,,1103476189,46.9305351,10.7297905,2040,,,,,OSM,
Posto Tappa GTA,,1108414247,44.583598,7.0325808,1463.0,,,,,OSM,
Miravidi,,1116937545,44.6618286,7.3315555,667.0,,,,,OSM,
,,1123122832,47.0528273,12.8822313,2095.0,,,,,OSM,
Spatzl Alm,,1123125641,47.0595642,12.8500485,2245.0,,+43 664 2132513,https://www.facebook.com/spatzlalm/,,OSM,
Refuge Évariste Chancel,,1135608646,45.0268953,6.2711641,2508,,,https://www.refuge-chancel.com/,,OSM,
Tonionhütte,Naturfreunde Gußwerk,1144448944,47.7192342,15.3720563,1423.0,,,,,OSM,
Rifugio Forcora,Paola Baratta,1151845509,46.0764936,8.7771925,1164,info@rifugioforcora.it,+39 0332 558132,http://www.vareselandoftourism.it/?dove_dormire=search&lang=it&struttura=9&PAG=rifugio-forcora--rifugi-con-alloggio-dove-dormire&o=724,8,OSM,
Heimalm,,1154378824,47.2227018,12.9756538,1480,http://www.heimalm-rauris.at,,,,OSM,
Gmoa Alm,,1189048626,47.2670861,15.226284,1238,,,,,OSM,
AV Jugendheim,,1189766694,46.8668208,12.7933915,1899,,,,,OSM,
Tanzbodenhütte,SAC Sektion Pfannenstiel,1189809806,47.2201601,9.1058501,1409.0,tanzboden@sac-pfannenstiel.ch,,https://www.sac-pfannenstiel.ch/huetten/tanzbodenhuette,,OSM,
Langesbergalm,,1208640448,47.1830909,10.6692518,1540,,,,,OSM,
Saulochalm,,1209817466,47.2582595,12.7148808,1556.0,,,https://www.saulochalm.at/,,OSM,
Chalet Cima Uomo,,1212500269,46.3849889,11.7980503,2012,,,,,OSM,
Sustlihütte SAC,SAC - CAS,1212971626,46.7517064,8.4707938,2257,info@sustlihuette.ch,+41 41 885 17 57,https://www.sustlihuette.ch/,67,OSM,525
Baita Rifugio Biancoia,famiglia Pertile,1265828635,45.8271505,11.6292622,1121.0,,,,,OSM,
Schürhütte,,1286795477,47.7435457,14.3460581,1117.0,,,,,OSM,
Rifugio Belvedere,private,1288185322,45.8449446,7.7515553,2291.0,,,,15,OSM,
Posto Tappa Arata,,1289379699,44.4512898,7.1025219,1389,,,http://www.brecdalvern.com/,,OSM,
Osteria Rifugio al Boz,,1306859684,46.0038227,12.077628,925.0,,,,,OSM,
Krottenwaldhütte,,1313054448,47.4143419,10.5483008,1140,,,,,OSM,
Stuibenhütte,,1313054687,47.4318921,10.5888611,920,,,,,OSM,
